2021-11-20 20:58:04.057130,0.0,-2.6656,-9.8784
2021-11-20 20:58:04.172619,0.0,-2.6656,-9.8784
2021-11-20 20:58:04.282809,0.0,-2.6656,-9.8784
2021-11-20 20:58:04.394391,0.0,-2.6656,-9.8784
2021-11-20 20:58:04.518474,0.0,-2.6656,-9.8784
2021-11-20 20:58:04.643883,0.0,-2.6656,-9.8784
2021-11-20 20:58:04.759792,0.0,-2.6656,-9.8784
2021-11-20 20:58:04.872509,0.0,-2.6656,-9.8784
2021-11-20 20:58:04.989427,0.0,-2.6656,-9.8784
2021-11-20 20:58:05.106472,0.0,-2.6656,-9.8784
2021-11-20 20:58:05.229332,0.0,-2.6656,-9.8784
2021-11-20 20:58:05.348004,0.1568,-2.8224,-9.7216
2021-11-20 20:58:05.466045,0.1568,-2.8224,-9.7216
2021-11-20 20:58:05.587967,0.1568,-2.8224,-9.7216
2021-11-20 20:58:05.700914,0.1568,-2.8224,-9.7216
2021-11-20 20:58:05.818860,0.1568,-2.8224,-9.7216
2021-11-20 20:58:05.937806,0.1568,-2.8224,-9.7216
2021-11-20 20:58:06.057419,0.1568,-2.8224,-9.7216
2021-11-20 20:58:06.175700,0.1568,-2.8224,-9.7216
2021-11-20 20:58:06.292484,0.1568,-2.8224,-9.7216
2021-11-20 20:58:06.410338,0.1568,-2.8224,-9.7216
2021-11-20 20:58:06.534494,0.1568,-2.8224,-9.7216
2021-11-20 20:58:06.650866,0.1568,-2.8224,-9.7216
2021-11-20 20:58:06.766900,0.1568,-2.8224,-9.7216
2021-11-20 20:58:06.884055,0.1568,-2.8224,-9.7216
2021-11-20 20:58:07.007512,0.1568,-2.8224,-9.7216
2021-11-20 20:58:07.133732,0.1568,-2.8224,-9.7216
2021-11-20 20:58:07.253898,0.0,-2.6656,-9.408
2021-11-20 20:58:07.371427,0.0,-2.6656,-9.408
2021-11-20 20:58:07.491913,0.0,-2.6656,-9.408
2021-11-20 20:58:07.608042,0.0,-2.6656,-9.408
2021-11-20 20:58:07.733454,0.0,-2.6656,-9.408
2021-11-20 20:58:07.857374,0.1568,-2.8224,-9.5648
2021-11-20 20:58:07.977838,0.1568,-2.8224,-9.5648
2021-11-20 20:58:08.093799,0.1568,-2.8224,-9.5648
2021-11-20 20:58:08.217492,0.1568,-2.8224,-9.5648
2021-11-20 20:58:08.340454,0.1568,-2.8224,-9.5648
2021-11-20 20:58:08.456361,0.1568,-2.8224,-9.5648
2021-11-20 20:58:08.572118,0.1568,-2.8224,-9.5648
2021-11-20 20:58:08.686019,0.1568,-2.8224,-9.5648
2021-11-20 20:58:08.798378,0.1568,-2.8224,-9.5648
2021-11-20 20:58:08.908843,0.1568,-2.8224,-9.5648
2021-11-20 20:58:09.023851,0.1568,-2.8224,-9.5648
2021-11-20 20:58:09.139426,0.1568,-2.8224,-9.5648
2021-11-20 20:58:09.254801,0.1568,-2.6656,-9.7216
2021-11-20 20:58:09.370832,0.1568,-2.6656,-9.7216
2021-11-20 20:58:09.491515,0.1568,-2.6656,-9.7216
2021-11-20 20:58:09.607383,0.1568,-2.6656,-9.7216
2021-11-20 20:58:09.845816,0.0,-2.8224,-9.5648
2021-11-20 20:58:09.970804,0.0,-2.8224,-9.5648
2021-11-20 20:58:10.091806,0.0,-2.8224,-9.5648
2021-11-20 20:58:10.204770,0.0,-2.8224,-9.5648
2021-11-20 20:58:10.327065,0.0,-2.8224,-9.5648
2021-11-20 20:58:10.438491,0.0,-2.8224,-9.5648
2021-11-20 20:58:10.558767,0.0,-2.8224,-9.5648
2021-11-20 20:58:10.683262,0.0,-2.8224,-9.5648
2021-11-20 20:58:10.807768,0.0,-2.8224,-9.5648
2021-11-20 20:58:10.923674,0.0,-2.8224,-9.5648
2021-11-20 20:58:11.042355,0.0,-2.8224,-9.5648
2021-11-20 20:58:11.164059,0.0,-2.8224,-9.5648
2021-11-20 20:58:11.287981,0.0,-2.6656,-9.5648
2021-11-20 20:58:11.412277,0.0,-2.6656,-9.5648
2021-11-20 20:58:11.537764,0.0,-2.6656,-9.5648
2021-11-20 20:58:11.661714,0.0,-2.6656,-9.5648
2021-11-20 20:58:11.773186,0.1568,-2.6656,-9.5648
2021-11-20 20:58:11.889080,0.1568,-2.6656,-9.5648
2021-11-20 20:58:12.013630,0.1568,-2.6656,-9.5648
2021-11-20 20:58:12.132607,0.1568,-2.6656,-9.5648
2021-11-20 20:58:12.243720,0.1568,-2.6656,-9.5648
2021-11-20 20:58:12.361501,0.1568,-2.6656,-9.5648
2021-11-20 20:58:12.487064,0.1568,-2.6656,-9.5648
2021-11-20 20:58:12.605975,0.1568,-2.6656,-9.5648
2021-11-20 20:58:12.728552,0.1568,-2.6656,-9.5648
2021-11-20 20:58:12.852833,0.1568,-2.6656,-9.5648
2021-11-20 20:58:12.977890,0.1568,-2.6656,-9.5648
2021-11-20 20:58:13.103778,0.1568,-2.6656,-9.5648
2021-11-20 20:58:13.224835,0.1568,-2.6656,-9.5648
2021-11-20 20:58:13.345982,0.1568,-2.8224,-9.5648
2021-11-20 20:58:13.471299,0.1568,-2.8224,-9.5648
2021-11-20 20:58:13.586774,0.1568,-2.8224,-9.5648
2021-11-20 20:58:13.709364,0.1568,-2.8224,-9.5648
2021-11-20 20:58:13.836345,0.0,-2.8224,-9.7216
2021-11-20 20:58:13.950305,0.0,-2.8224,-9.7216
2021-11-20 20:58:14.060317,0.0,-2.8224,-9.7216
